CityStation,Variable,ObsCount,DataStatus
Nürnberg_Traffic,Gruene,17,Sufficient
Oberhausen_Traffic,Gruene,10,Sufficient
Offenbach am Main_Background,Gruene,3,Insufficient
Offenbach am Main_Traffic,Gruene,12,Sufficient
Offenburg_Background,Gruene,7,Insufficient
Osnabrück_Background,Gruene,18,Sufficient
Osnabrück_Traffic,Gruene,15,Sufficient
Overath_Traffic,Gruene,13,Sufficient
Paderborn_Background,Gruene,1,Insufficient
Paderborn_Traffic,Gruene,12,Sufficient
Passau_Background,Gruene,15,Sufficient
Passau_Traffic,Gruene,3,Insufficient
Pforzheim_Background,Gruene,14,Sufficient
Pforzheim_Traffic,Gruene,13,Sufficient
Pirmasens_Background,Gruene,5,Insufficient
Potsdam_Background,Gruene,18,Sufficient
Potsdam_Traffic,Gruene,18,Sufficient
Pulheim_Background,Gruene,1,Insufficient
Rastatt_Background,Gruene,5,Insufficient
Rastatt_Traffic,Gruene,1,Insufficient
Ratingen_Background,Gruene,17,Sufficient
Recklinghausen_Industrial,Gruene,1,Insufficient
Recklinghausen_Traffic,Gruene,12,Sufficient
Regensburg_Traffic,Gruene,17,Sufficient
Remscheid_Traffic,Gruene,13,Sufficient
Remseck am Neckar_Traffic,Gruene,4,Insufficient
Reutlingen_Background,Gruene,18,Sufficient
Reutlingen_Traffic,Gruene,15,Sufficient
Rheinfelden (Baden)_Background,Gruene,1,Insufficient
Riedstadt_Background,Gruene,18,Sufficient
Rinteln_Background,Gruene,18,Sufficient
Rostock_Background,Gruene,15,Sufficient
Rostock_Industrial,Gruene,6,Insufficient
Rostock_Traffic,Gruene,18,Sufficient
Rottweil_Background,Gruene,1,Insufficient
Rudolstadt_Background,Gruene,2,Insufficient
Saarbrücken_Background,Gruene,18,Sufficient
Saarbrücken_Traffic,Gruene,17,Sufficient
Saarlouis_Background,Gruene,18,Sufficient
Salzgitter_Industrial,Gruene,13,Sufficient
Salzwedel_Background,Gruene,8,Insufficient
Schramberg_Traffic,Gruene,14,Sufficient
Schwabach_Background,Gruene,8,Insufficient
Schwandorf_Background,Gruene,17,Sufficient
Schwedt/Oder_Industrial,Gruene,18,Sufficient
Schweinfurt_Background,Gruene,7,Insufficient
Schweinfurt_Traffic,Gruene,10,Sufficient
Schwerin_Traffic,Gruene,18,Sufficient
Schwerte_Background,Gruene,17,Sufficient
Schwerte_Traffic,Gruene,9,Sufficient
Schwäbisch Gmünd_Traffic,Gruene,13,Sufficient
Schwäbisch Hall_Background,Gruene,16,Sufficient
Senftenberg_Background,Gruene,5,Insufficient
Siegen_Traffic,Gruene,14,Sufficient
Sindelfingen_Traffic,Gruene,2,Insufficient
Soest_Background,Gruene,17,Sufficient
Solingen_Background,Gruene,17,Sufficient
Solingen_Traffic,Gruene,4,Insufficient
Sondershausen_Background,Gruene,18,Sufficient
Speyer_Background,Gruene,1,Insufficient
Speyer_Traffic,Gruene,4,Insufficient
Spremberg_Background,Gruene,12,Sufficient
Spremberg_Industrial,Gruene,9,Sufficient
Stendal_Background,Gruene,18,Sufficient
Stralsund_Traffic,Gruene,18,Sufficient
Stuttgart_Background,Gruene,18,Sufficient
Stuttgart_Industrial,Gruene,1,Insufficient
Stuttgart_Traffic,Gruene,18,Sufficient
Suhl_Background,Gruene,2,Insufficient
Suhl_Traffic,Gruene,18,Sufficient
Trier_Traffic,Gruene,5,Insufficient
Tuttlingen_Background,Gruene,1,Insufficient
Tübingen_Background,Gruene,18,Sufficient
Tübingen_Traffic,Gruene,14,Sufficient
Ulm_Background,Gruene,18,Sufficient
Ulm_Traffic,Gruene,15,Sufficient
Unna_Background,Gruene,17,Sufficient
Villingen-Schwenningen_Background,Gruene,18,Sufficient
Völklingen_Background,Gruene,18,Sufficient
Waiblingen_Background,Gruene,8,Insufficient
Waldshut-Tiengen_Traffic,Gruene,8,Insufficient
Walsrode_Background,Gruene,18,Sufficient
Warstein_Industrial,Gruene,13,Sufficient
Weil am Rhein_Background,Gruene,18,Sufficient
Weil am Rhein_Traffic,Gruene,2,Insufficient
Weimar_Background,Gruene,12,Sufficient
Weimar_Traffic,Gruene,18,Sufficient
Weißenfels_Traffic,Gruene,18,Sufficient
Wernigerode_Background,Gruene,18,Sufficient
Wesel_Background,Gruene,17,Sufficient
Wetzlar_Background,Gruene,8,Insufficient
Wetzlar_Traffic,Gruene,10,Sufficient
Wiesbaden_Background,Gruene,18,Sufficient
Wiesbaden_Traffic,Gruene,18,Sufficient
Wiesloch_Background,Gruene,18,Sufficient
Wiesloch_Traffic,Gruene,1,Insufficient
Wilhelmshaven_Background,Gruene,18,Sufficient
Witten_Industrial,Gruene,2,Insufficient
Witten_Traffic,Gruene,11,Sufficient
Wittenberg_Background,Gruene,18,Sufficient
Wittenberg_Traffic,Gruene,18,Sufficient
Wolfsburg_Background,Gruene,18,Sufficient
Wolfsburg_Traffic,Gruene,8,Insufficient
Worms_Traffic,Gruene,5,Insufficient
Wuppertal_Background,Gruene,9,Sufficient
Wuppertal_Traffic,Gruene,17,Sufficient
Wülfrath_Industrial,Gruene,1,Insufficient
Würzburg_Background,Gruene,11,Sufficient
Würzburg_Traffic,Gruene,17,Sufficient
Zeitz_Background,Gruene,5,Insufficient
Öhringen_Background,Gruene,2,Insufficient
Aachen_Background,SPD,17,Sufficient
Aachen_Traffic,SPD,17,Sufficient
Aalen_Background,SPD,18,Sufficient
Altenburg_Background,SPD,8,Insufficient
Altenburg_Traffic,SPD,10,Sufficient
Ansbach_Traffic,SPD,17,Sufficient
Arnstadt_Background,SPD,2,Insufficient
Aschaffenburg_Background,SPD,17,Sufficient
Aschersleben_Traffic,SPD,18,Sufficient
Augsburg_Background,SPD,17,Sufficient
Augsburg_Traffic,SPD,17,Sufficient
Backnang_Traffic,SPD,6,Insufficient
Bad Salzuflen_Traffic,SPD,1,Insufficient
Bad Waldsee_Background,SPD,1,Insufficient
Baden-Baden_Background,SPD,18,Sufficient
Balingen_Traffic,SPD,6,Insufficient
Bamberg_Background,SPD,17,Sufficient
Bayreuth_Traffic,SPD,17,Sufficient
Berlin_Background,SPD,18,Sufficient
Berlin_Industrial,SPD,10,Sufficient
Berlin_Traffic,SPD,18,Sufficient
Bernau bei Berlin_Background,SPD,8,Insufficient
Bernau bei Berlin_Traffic,SPD,15,Sufficient
Bernburg (Saale)_Background,SPD,8,Insufficient
Bernburg (Saale)_Traffic,SPD,10,Sufficient
Biberach an der Riß_Background,SPD,18,Sufficient
Bielefeld_Background,SPD,17,Sufficient
Bielefeld_Traffic,SPD,15,Sufficient
Bietigheim-Bissingen_Traffic,SPD,10,Sufficient
Bitterfeld-Wolfen_Industrial,SPD,14,Sufficient
Bochum_Traffic,SPD,11,Sufficient
Bonn_Background,SPD,17,Sufficient
Bonn_Traffic,SPD,12,Sufficient
Borken_Background,SPD,17,Sufficient
Bottrop_Industrial,SPD,17,Sufficient
Bottrop_Traffic,SPD,12,Sufficient
Brandenburg an der Havel_Background,SPD,18,Sufficient
Brandenburg an der Havel_Traffic,SPD,18,Sufficient
Braunschweig_Background,SPD,18,Sufficient
Braunschweig_Traffic,SPD,16,Sufficient
Bremen_Background,SPD,18,Sufficient
Bremen_Industrial,SPD,11,Sufficient
Bremen_Traffic,SPD,18,Sufficient
Bremerhaven_Background,SPD,18,Sufficient
Bremerhaven_Traffic,SPD,14,Sufficient
Burg_Background,SPD,18,Sufficient
Burgdorf_Traffic,SPD,6,Insufficient
Böblingen_Background,SPD,3,Insufficient
Calw_Background,SPD,1,Insufficient
Castrop-Rauxel_Industrial,SPD,2,Insufficient
Castrop-Rauxel_Traffic,SPD,2,Insufficient
Celle_Traffic,SPD,3,Insufficient
Coburg_Traffic,SPD,10,Sufficient
Cottbus_Background,SPD,18,Sufficient
Cottbus_Traffic,SPD,18,Sufficient
Cuxhaven_Background,SPD,18,Sufficient
Darmstadt_Background,SPD,18,Sufficient
Darmstadt_Traffic,SPD,18,Sufficient
Datteln_Background,SPD,17,Sufficient
Dessau-Roßlau_Traffic,SPD,13,Sufficient
Dinslaken_Traffic,SPD,12,Sufficient
Dormagen_Background,SPD,4,Insufficient
Dortmund_Background,SPD,17,Sufficient
Dortmund_Traffic,SPD,17,Sufficient
Duderstadt_Background,SPD,18,Sufficient
Duisburg_Background,SPD,4,Insufficient
Duisburg_Industrial,SPD,17,Sufficient
Duisburg_Traffic,SPD,17,Sufficient
Düren_Traffic,SPD,11,Sufficient
Düsseldorf_Background,SPD,17,Sufficient
Düsseldorf_Traffic,SPD,17,Sufficient
Eberswalde_Traffic,SPD,15,Sufficient
Eisenach_Background,SPD,18,Sufficient
Eisenhüttenstadt_Industrial,SPD,18,Sufficient
Elsdorf_Industrial,SPD,7,Insufficient
Emden_Background,SPD,18,Sufficient
Erfurt_Background,SPD,18,Sufficient
Erfurt_Traffic,SPD,18,Sufficient
Erlangen_Background,SPD,17,Sufficient
Erlangen_Traffic,SPD,8,Insufficient
Eschweiler_Industrial,SPD,1,Insufficient
Eschweiler_Traffic,SPD,11,Sufficient
Essen_Background,SPD,17,Sufficient
Essen_Industrial,SPD,1,Insufficient
Essen_Traffic,SPD,17,Sufficient
Esslingen am Neckar_Background,SPD,1,Insufficient
Esslingen am Neckar_Traffic,SPD,6,Insufficient
Fellbach_Background,SPD,1,Insufficient
Filderstadt_Background,SPD,18,Sufficient
Flensburg_Traffic,SPD,13,Sufficient
Frankenthal (Pfalz)_Traffic,SPD,5,Insufficient
Frankfurt (Oder)_Background,SPD,18,Sufficient
Frankfurt (Oder)_Traffic,SPD,18,Sufficient
Frankfurt am Main_Background,SPD,18,Sufficient
Frankfurt am Main_Traffic,SPD,18,Sufficient
Freiburg im Breisgau_Background,SPD,18,Sufficient
Freiburg im Breisgau_Traffic,SPD,18,Sufficient
Freudenstadt_Background,SPD,8,Insufficient
Friedrichshafen_Background,SPD,8,Insufficient
Friedrichshafen_Traffic,SPD,11,Sufficient
Fulda_Background,SPD,16,Sufficient
Fulda_Traffic,SPD,18,Sufficient
Fürth_Background,SPD,17,Sufficient
Fürth_Traffic,SPD,11,Sufficient
Garmisch-Partenkirchen_Background,SPD,17,Sufficient
Geislingen an der Steige_Traffic,SPD,3,Insufficient
Gelsenkirchen_Background,SPD,17,Sufficient
Gelsenkirchen_Traffic,SPD,11,Sufficient
Gera_Background,SPD,18,Sufficient
Gera_Traffic,SPD,13,Sufficient
Gevelsberg_Traffic,SPD,9,Sufficient
Gießen_Background,SPD,5,Insufficient
Gießen_Traffic,SPD,16,Sufficient
Gladbeck_Traffic,SPD,11,Sufficient
Goslar_Background,SPD,18,Sufficient
Gotha_Traffic,SPD,1,Insufficient
Greiz_Background,SPD,18,Sufficient
Grevenbroich_Industrial,SPD,8,Insufficient
Göppingen_Background,SPD,1,Insufficient
Göttingen_Background,SPD,18,Sufficient
Göttingen_Traffic,SPD,15,Sufficient
Güstrow_Background,SPD,17,Sufficient
Hagen_Traffic,SPD,17,Sufficient
Halberstadt_Background,SPD,18,Sufficient
Halberstadt_Traffic,SPD,12,Sufficient
Halle (Saale)_Background,SPD,18,Sufficient
Halle (Saale)_Traffic,SPD,18,Sufficient
Halle (Westf.)_Traffic,SPD,11,Sufficient
Hameln_Traffic,SPD,12,Sufficient
Hamm_Traffic,SPD,10,Sufficient
Hanau_Background,SPD,8,Insufficient
Hanau_Traffic,SPD,10,Sufficient
Hannover_Background,SPD,18,Sufficient
Hannover_Traffic,SPD,18,Sufficient
Hattingen_Background,SPD,17,Sufficient
Heidelberg_Background,SPD,8,Insufficient
Heidelberg_Traffic,SPD,18,Sufficient
Heidenheim an der Brenz_Background,SPD,1,Insufficient
Heidenheim an der Brenz_Traffic,SPD,12,Sufficient
Heilbronn_Background,SPD,8,Insufficient
Heilbronn_Traffic,SPD,18,Sufficient
Herne_Traffic,SPD,11,Sufficient
Herrenberg_Traffic,SPD,14,Sufficient
Herten_Traffic,SPD,2,Insufficient
Hildesheim_Traffic,SPD,11,Sufficient
Hof_Background,SPD,17,Sufficient
Horb am Neckar_Background,SPD,1,Insufficient
Hürth_Industrial,SPD,17,Sufficient
Hürth_Traffic,SPD,11,Sufficient
Ilmenau_Background,SPD,1,Insufficient
Ingolstadt_Traffic,SPD,17,Sufficient
Iserlohn_Traffic,SPD,3,Insufficient
Jena_Background,SPD,18,Sufficient
Jena_Traffic,SPD,16,Sufficient
Jüchen_Industrial,SPD,7,Insufficient
Kaiserslautern_Background,SPD,5,Insufficient
Kaiserslautern_Traffic,SPD,5,Insufficient
Kamen_Traffic,SPD,8,Insufficient
Karlsruhe_Background,SPD,18,Sufficient
Karlsruhe_Traffic,SPD,18,Sufficient
Kassel_Background,SPD,14,Sufficient
Kassel_Traffic,SPD,18,Sufficient
Kehl_Background,SPD,2,Insufficient
Kehl_Industrial,SPD,18,Sufficient
Kempten (Allgäu)_Background,SPD,17,Sufficient
Kerpen_Industrial,SPD,1,Insufficient
Kiel_Background,SPD,13,Sufficient
Kiel_Traffic,SPD,13,Sufficient
Koblenz_Traffic,SPD,5,Insufficient
Konstanz_Background,SPD,17,Sufficient
Krefeld_Background,SPD,1,Insufficient
Krefeld_Industrial,SPD,15,Sufficient
Krefeld_Traffic,SPD,11,Sufficient
Kulmbach_Background,SPD,17,Sufficient
Köln_Background,SPD,17,Sufficient
Köln_Traffic,SPD,15,Sufficient
Königs Wusterhausen_Background,SPD,11,Sufficient
Lahr/Schwarzwald_Traffic,SPD,2,Insufficient
Landshut_Traffic,SPD,17,Sufficient
Leinefelde-Worbis_Background,SPD,1,Insufficient
Leinfelden-Echterdingen_Traffic,SPD,5,Insufficient
Leonberg_Traffic,SPD,16,Sufficient
Leverkusen_Background,SPD,17,Sufficient
Leverkusen_Traffic,SPD,5,Insufficient
Lindau (Bodensee)_Traffic,SPD,17,Sufficient
Lingen (Ems)_Background,SPD,18,Sufficient
Luckenwalde_Background,SPD,3,Insufficient
Ludwigsburg_Background,SPD,18,Sufficient
Ludwigsburg_Traffic,SPD,15,Sufficient
Ludwigshafen am Rhein_Background,SPD,5,Insufficient
Ludwigshafen am Rhein_Industrial,SPD,1,Insufficient
Ludwigshafen am Rhein_Traffic,SPD,5,Insufficient
Lübeck_Background,SPD,13,Sufficient
Lübeck_Traffic,SPD,13,Sufficient
Lüdenscheid_Traffic,SPD,1,Insufficient
Lüneburg_Background,SPD,18,Sufficient
Lünen_Background,SPD,17,Sufficient
Lünen_Industrial,SPD,1,Insufficient
Lünen_Traffic,SPD,2,Insufficient
Magdeburg_Background,SPD,18,Sufficient
Magdeburg_Traffic,SPD,18,Sufficient
Mainz_Background,SPD,5,Insufficient
Mainz_Traffic,SPD,5,Insufficient
Mannheim_Background,SPD,11,Sufficient
Mannheim_Industrial,SPD,18,Sufficient
Mannheim_Traffic,SPD,18,Sufficient
Marburg_Background,SPD,18,Sufficient
Marburg_Traffic,SPD,16,Sufficient
Meerbusch_Traffic,SPD,4,Insufficient
Meiningen_Background,SPD,18,Sufficient
Mettmann_Traffic,SPD,10,Sufficient
Mosbach_Background,SPD,1,Insufficient
Mönchengladbach_Background,SPD,3,Insufficient
Mönchengladbach_Traffic,SPD,17,Sufficient
Mühlacker_Traffic,SPD,14,Sufficient
Mülheim an der Ruhr_Background,SPD,17,Sufficient
Mülheim an der Ruhr_Traffic,SPD,10,Sufficient
München_Background,SPD,17,Sufficient
München_Traffic,SPD,17,Sufficient
Münster_Background,SPD,17,Sufficient
Münster_Traffic,SPD,17,Sufficient
Naumburg (Saale)_Background,SPD,8,Insufficient
Netphen_Background,SPD,17,Sufficient
Nettetal_Background,SPD,17,Sufficient
Neu-Ulm_Background,SPD,17,Sufficient
Neubrandenburg_Traffic,SPD,18,Sufficient
Neuruppin_Background,SPD,18,Sufficient
Neuss_Background,SPD,3,Insufficient
Neuss_Traffic,SPD,14,Sufficient
Neustadt an der Weinstraße_Traffic,SPD,5,Insufficient
Neuwied_Background,SPD,5,Insufficient
Neuwied_Traffic,SPD,5,Insufficient
Nordhausen_Background,SPD,18,Sufficient
Nordhausen_Traffic,SPD,1,Insufficient
Nürnberg_Background,SPD,8,Insufficient
Nürnberg_Traffic,SPD,17,Sufficient
Oberhausen_Traffic,SPD,10,Sufficient
Offenbach am Main_Background,SPD,3,Insufficient
Offenbach am Main_Traffic,SPD,12,Sufficient
Offenburg_Background,SPD,7,Insufficient
Osnabrück_Background,SPD,18,Sufficient
Osnabrück_Traffic,SPD,15,Sufficient
Overath_Traffic,SPD,13,Sufficient
Paderborn_Background,SPD,1,Insufficient
Paderborn_Traffic,SPD,12,Sufficient
Passau_Background,SPD,15,Sufficient
Passau_Traffic,SPD,3,Insufficient
Pforzheim_Background,SPD,14,Sufficient
Pforzheim_Traffic,SPD,13,Sufficient
Pirmasens_Background,SPD,5,Insufficient
Potsdam_Background,SPD,18,Sufficient
Potsdam_Traffic,SPD,18,Sufficient
Pulheim_Background,SPD,1,Insufficient
Rastatt_Background,SPD,5,Insufficient
Rastatt_Traffic,SPD,1,Insufficient
Ratingen_Background,SPD,17,Sufficient
Recklinghausen_Industrial,SPD,1,Insufficient
Recklinghausen_Traffic,SPD,12,Sufficient
Regensburg_Traffic,SPD,17,Sufficient
Remscheid_Traffic,SPD,13,Sufficient
Remseck am Neckar_Traffic,SPD,4,Insufficient
Reutlingen_Background,SPD,18,Sufficient
Reutlingen_Traffic,SPD,15,Sufficient
Rheinfelden (Baden)_Background,SPD,1,Insufficient
Riedstadt_Background,SPD,18,Sufficient
Rinteln_Background,SPD,18,Sufficient
Rostock_Background,SPD,15,Sufficient
Rostock_Industrial,SPD,6,Insufficient
Rostock_Traffic,SPD,18,Sufficient
Rottweil_Background,SPD,1,Insufficient
Rudolstadt_Background,SPD,2,Insufficient
Saarbrücken_Background,SPD,18,Sufficient
Saarbrücken_Traffic,SPD,17,Sufficient
Saarlouis_Background,SPD,18,Sufficient
Salzgitter_Industrial,SPD,13,Sufficient
Salzwedel_Background,SPD,8,Insufficient
Schramberg_Traffic,SPD,14,Sufficient
Schwabach_Background,SPD,8,Insufficient
Schwandorf_Background,SPD,17,Sufficient
Schwedt/Oder_Industrial,SPD,18,Sufficient
Schweinfurt_Background,SPD,7,Insufficient
Schweinfurt_Traffic,SPD,10,Sufficient
Schwerin_Traffic,SPD,18,Sufficient
Schwerte_Background,SPD,17,Sufficient
Schwerte_Traffic,SPD,9,Sufficient
Schwäbisch Gmünd_Traffic,SPD,13,Sufficient
Schwäbisch Hall_Background,SPD,16,Sufficient
Senftenberg_Background,SPD,5,Insufficient
Siegen_Traffic,SPD,14,Sufficient
Sindelfingen_Traffic,SPD,2,Insufficient
Soest_Background,SPD,17,Sufficient
Solingen_Background,SPD,17,Sufficient
Solingen_Traffic,SPD,4,Insufficient
Sondershausen_Background,SPD,18,Sufficient
Speyer_Background,SPD,1,Insufficient
Speyer_Traffic,SPD,4,Insufficient
Spremberg_Background,SPD,12,Sufficient
Spremberg_Industrial,SPD,9,Sufficient
Stendal_Background,SPD,18,Sufficient
Stralsund_Traffic,SPD,18,Sufficient
Stuttgart_Background,SPD,18,Sufficient
Stuttgart_Industrial,SPD,1,Insufficient
Stuttgart_Traffic,SPD,18,Sufficient
Suhl_Background,SPD,2,Insufficient
Suhl_Traffic,SPD,18,Sufficient
Trier_Traffic,SPD,5,Insufficient
Tuttlingen_Background,SPD,1,Insufficient
Tübingen_Background,SPD,18,Sufficient
Tübingen_Traffic,SPD,14,Sufficient
Ulm_Background,SPD,18,Sufficient
Ulm_Traffic,SPD,15,Sufficient
Unna_Background,SPD,17,Sufficient
Villingen-Schwenningen_Background,SPD,18,Sufficient
Völklingen_Background,SPD,18,Sufficient
Waiblingen_Background,SPD,8,Insufficient
Waldshut-Tiengen_Traffic,SPD,8,Insufficient
Walsrode_Background,SPD,18,Sufficient
Warstein_Industrial,SPD,13,Sufficient
Weil am Rhein_Background,SPD,18,Sufficient
Weil am Rhein_Traffic,SPD,2,Insufficient
Weimar_Background,SPD,12,Sufficient
Weimar_Traffic,SPD,18,Sufficient
Weißenfels_Traffic,SPD,18,Sufficient
Wernigerode_Background,SPD,18,Sufficient
Wesel_Background,SPD,17,Sufficient
Wetzlar_Background,SPD,8,Insufficient
Wetzlar_Traffic,SPD,10,Sufficient
Wiesbaden_Background,SPD,18,Sufficient
Wiesbaden_Traffic,SPD,18,Sufficient
Wiesloch_Background,SPD,18,Sufficient
Wiesloch_Traffic,SPD,1,Insufficient
Wilhelmshaven_Background,SPD,18,Sufficient
Witten_Industrial,SPD,2,Insufficient
Witten_Traffic,SPD,11,Sufficient
Wittenberg_Background,SPD,18,Sufficient
Wittenberg_Traffic,SPD,18,Sufficient
Wolfsburg_Background,SPD,18,Sufficient
Wolfsburg_Traffic,SPD,8,Insufficient
Worms_Traffic,SPD,5,Insufficient
Wuppertal_Background,SPD,9,Sufficient
Wuppertal_Traffic,SPD,17,Sufficient
Wülfrath_Industrial,SPD,1,Insufficient
Würzburg_Background,SPD,11,Sufficient
Würzburg_Traffic,SPD,17,Sufficient
Zeitz_Background,SPD,5,Insufficient
Öhringen_Background,SPD,2,Insufficient
Aachen_Background,FDP,17,Sufficient
Aachen_Traffic,FDP,17,Sufficient
Aalen_Background,FDP,18,Sufficient
Altenburg_Background,FDP,8,Insufficient
Altenburg_Traffic,FDP,10,Sufficient
Ansbach_Traffic,FDP,17,Sufficient
Arnstadt_Background,FDP,2,Insufficient
Aschaffenburg_Background,FDP,17,Sufficient
Aschersleben_Traffic,FDP,18,Sufficient
Augsburg_Background,FDP,17,Sufficient
Augsburg_Traffic,FDP,17,Sufficient
Backnang_Traffic,FDP,6,Insufficient
Bad Salzuflen_Traffic,FDP,1,Insufficient
Bad Waldsee_Background,FDP,1,Insufficient
Baden-Baden_Background,FDP,18,Sufficient
Balingen_Traffic,FDP,6,Insufficient
Bamberg_Background,FDP,17,Sufficient
Bayreuth_Traffic,FDP,17,Sufficient
Berlin_Background,FDP,18,Sufficient
Berlin_Industrial,FDP,10,Sufficient
Berlin_Traffic,FDP,18,Sufficient
Bernau bei Berlin_Background,FDP,8,Insufficient
Bernau bei Berlin_Traffic,FDP,15,Sufficient
Bernburg (Saale)_Background,FDP,8,Insufficient
Bernburg (Saale)_Traffic,FDP,10,Sufficient
Biberach an der Riß_Background,FDP,18,Sufficient
Bielefeld_Background,FDP,17,Sufficient
Bielefeld_Traffic,FDP,15,Sufficient
Bietigheim-Bissingen_Traffic,FDP,10,Sufficient
Bitterfeld-Wolfen_Industrial,FDP,14,Sufficient
Bochum_Traffic,FDP,11,Sufficient
Bonn_Background,FDP,17,Sufficient
Bonn_Traffic,FDP,12,Sufficient
Borken_Background,FDP,17,Sufficient
Bottrop_Industrial,FDP,17,Sufficient
Bottrop_Traffic,FDP,12,Sufficient
